km_driven,seats,mileage,engine,max_power,nm,selling_price,fuel
70000,5.0,26.21,1248,88.5,200.0,730000,0
100000,8.0,12.99,2494,100.6,200.0,800000,0
90000,8.0,14.0,2498,112.0,260.0,300000,0
112000,5.0,20.0,1399,68.0,160.0,190000,0
50000,5.0,15.5,1799,132.0,171.62,350000,1
62000,5.0,24.4,1120,71.0,180.4,509999,0
90000,7.0,20.77,1248,88.76,200.0,400000,0
80000,7.0,12.99,2494,100.0,200.0,800000,0
50000,5.0,21.02,1248,88.8,200.0,250000,0
47552,5.0,19.67,1582,126.2,259.9,930000,0
40000,5.0,24.3,1248,88.5,200.0,720000,0
15000,5.0,15.6,1196,70.0,102.0,225000,1
20000,5.0,23.0,1498,98.96,205.0,950000,0
52000,5.0,17.19,1197,81.86,114.73,530000,1
70000,5.0,18.6,1197,81.83,114.7,470000,1
110000,9.0,15.96,2523,63.0,180.0,650000,0
77500,7.0,14.0,2179,138.1,320.0,540000,0
100000,5.0,25.2,1248,74.0,190.0,459999,0
14700,5.0,25.17,799,53.3,72.0,325000,1
40000,5.0,16.8,796,34.2,59.0,240000,1
32000,6.0,18.15,1198,82.0,115.0,400000,1
70000,5.0,19.7,796,46.3,62.0,70000,1
80000,5.0,17.5,1298,85.8,114.0,250000,1
80000,8.0,12.99,2494,100.6,200.0,910000,0
25000,5.0,28.4,1248,74.02,190.0,720000,0
50000,5.0,26.59,1248,74.0,190.0,590000,0
120000,10.0,13.58,2499,72.4,171.0,434000,0
170000,7.0,13.6,2523,63.0,180.0,145000,0
19700,5.0,18.15,1198,82.0,115.0,445000,1
50000,5.0,25.83,1498,99.0,215.0,372000,0
90000,5.0,18.9,998,67.1,90.0,65000,1
140000,5.0,20.0,1399,68.05,160.0,300000,0
120000,8.0,12.7,2609,116.6,277.53,125000,0
40000,5.0,20.3,1199,84.0,114.0,520000,1
70000,5.0,22.74,796,47.3,69.0,190000,1
7000,5.0,22.5,999,67.0,91.0,310000,1
90000,8.0,12.8,2494,102.0,200.06,750000,0
110000,7.0,18.49,1493,100.0,240.0,750000,0
15000,5.0,23.95,998,67.05,90.0,350000,1
5000,5.0,22.05,796,47.3,69.0,360000,1
5000,5.0,25.17,799,53.3,72.0,285000,1
70000,5.0,22.74,796,47.3,69.0,160000,1
60000,7.0,19.44,1198,67.0,104.0,229999,1
120000,5.0,19.7,796,46.3,62.0,85000,1
7000,5.0,22.5,999,67.0,91.0,300000,1
120000,7.0,12.05,2179,120.0,290.0,675000,0
145241,7.0,12.05,2179,120.0,290.0,700000,0
110000,8.0,12.7,2609,116.6,277.53,400000,0
30000,5.0,25.17,799,53.3,72.0,254999,1
80000,7.0,15.4,2179,120.0,280.0,1050000,0
100000,5.0,23.4,1248,74.0,190.0,390000,0
80000,5.0,23.59,1364,67.04,170.0,450000,0
40000,7.0,11.36,2755,171.5,360.0,1630000,0
50000,5.0,24.3,1248,88.5,200.0,725000,0
95500,7.0,14.0,2179,138.1,320.0,466000,0
40000,5.0,18.16,1196,86.8,112.0,370000,1
70000,5.0,18.2,1061,64.0,84.0,150000,1
15000,5.0,23.1,998,67.04,90.0,483000,1
10000,5.0,18.9,1197,82.0,114.0,470000,1
25000,5.0,24.3,1248,88.5,200.0,950000,0
50000,5.0,17.01,1591,121.3,154.9,450000,1
70000,5.0,17.6,1496,88.7,132.0,345000,1
60000,5.0,19.0,998,66.1,90.0,300000,1
74800,5.0,18.2,998,67.1,90.0,160000,1
80000,4.0,16.1,796,37.0,59.0,120000,1
40000,5.0,17.57,1193,88.7,140.0,500000,1
40000,7.0,16.0,2179,138.0,330.0,1350000,0
50000,5.0,24.0,1186,73.97,190.24,455000,0
45000,5.0,21.1,814,55.2,74.5,165000,1
23700,5.0,20.4,1197,81.8,113.0,470000,1
23700,5.0,20.4,1197,81.8,113.0,470000,1
10000,5.0,16.0,1368,160.0,250.0,1520000,1
53473,5.0,23.95,998,67.05,90.0,229999,1
100000,9.0,15.96,2523,63.0,180.0,250000,0
25000,7.0,16.0,2179,140.0,330.0,1350000,0
80000,5.0,17.92,1086,62.1,96.1,220000,1
120000,5.0,24.4,1120,71.0,180.4,360000,0
40000,5.0,23.95,998,67.05,90.0,350000,1
70000,5.0,22.32,1582,126.32,259.8,500000,0
90000,5.0,25.44,936,57.6,150.0,145000,0
51000,5.0,18.2,1199,82.5,108.5,300000,1
87000,5.0,13.2,1495,94.0,122.58,180000,1
40000,5.0,23.4,1248,74.0,190.0,530000,0
90000,5.0,19.01,1461,108.45,248.0,620000,0
110000,5.0,16.78,1496,88.73,132.0,360000,1
86000,5.0,17.92,1086,62.1,96.1,245000,1
80000,5.0,14.2,1597,92.0,130.0,130000,1
65000,5.0,15.9,1298,85.0,110.0,70000,1
70000,5.0,15.9,1298,85.0,110.0,70000,1
140000,5.0,25.01,1498,89.75,204.0,650000,0
18000,5.0,21.21,1197,81.8,113.0,610000,1
24000,5.0,23.95,998,67.05,90.0,300000,1
60000,5.0,24.0,1120,70.0,160.0,425000,0
150000,5.0,22.32,1582,126.32,259.8,450000,0
108000,5.0,22.32,1582,126.3,259.9,450000,0
60000,5.0,16.95,1197,78.9,111.8,340000,1
90000,7.0,20.77,1248,88.76,200.0,650000,0
70000,5.0,19.09,1396,69.0,135.0,160000,0
120000,5.0,19.1,1405,70.0,135.4,250000,0
100000,5.0,25.44,936,57.6,150.0,225000,0
75958,5.0,17.88,1396,52.8,85.0,55000,0
70000,4.0,16.1,796,37.0,59.0,42000,1
128000,7.0,12.6,1991,112.0,245.17,282000,0
110000,5.0,16.8,1405,62.0,122.58,80000,0
40000,5.0,20.85,1197,83.14,115.0,500000,1
70000,5.0,25.83,1498,99.0,215.0,500000,0
60000,5.0,22.9,1248,74.0,190.0,400000,0
90000,7.0,15.96,2523,62.1,195.0,550000,0
70000,7.0,13.93,2179,138.1,320.0,200000,0
65000,5.0,20.36,1197,78.9,111.8,280000,1
88000,5.0,23.4,1248,74.0,190.0,580000,0
80000,5.0,18.8,1248,90.0,200.0,100000,0
60000,8.0,14.0,2523,75.0,200.0,550000,0
38000,7.0,18.49,1493,100.0,240.0,700000,0
80000,5.0,15.0,1368,90.0,116.0,150000,1
60000,5.0,21.1,814,55.2,74.5,190000,1
110000,7.0,15.96,2523,62.1,195.0,500000,0
110000,5.0,25.2,1248,74.0,190.0,640000,0
145000,5.0,20.86,1199,75.0,180.0,340000,0
43000,5.0,22.54,1396,88.76,224.0,811000,0
120000,5.0,23.2,1248,73.94,190.0,409999,0
136000,5.0,16.1,1298,88.2,112.78,220000,1
120000,5.0,17.88,1405,48.21,85.0,170000,0
25000,5.0,18.6,1197,81.86,114.73,700000,1
80000,7.0,15.4,2179,120.0,280.0,950000,0
40000,5.0,14.4,1599,94.0,122.58,80000,1
9000,5.0,13.6,1999,177.0,430.0,2711000,0
45000,5.0,19.33,1999,177.0,430.0,3200000,0
110000,7.0,14.1,2179,147.94,320.0,503000,0
20000,5.0,18.0,1969,190.0,400.0,3800000,0
68089,5.0,19.16,2494,157.7,213.0,2000000,1
58343,5.0,21.79,998,67.05,90.0,225000,1
38817,5.0,27.39,1248,74.0,190.0,740000,0
56494,5.0,18.2,1199,88.7,110.0,550000,1
79328,7.0,12.99,2494,100.6,200.0,750000,0
5621,5.0,22.0,1197,81.8,113.0,650000,1
25538,5.0,16.78,1496,88.73,132.0,625000,1
69779,5.0,22.0,1197,81.8,113.0,600000,1
56290,5.0,24.0,1186,73.97,190.24,450000,0
7032,5.0,19.0,1199,88.76,110.0,779000,1
11000,5.0,14.3,1598,103.5,153.0,645000,1
2000,5.0,16.8,1984,150.0,350.0,2475000,0
120000,5.0,23.4,1248,74.0,190.0,420000,0
35000,5.0,25.1,1248,88.5,200.0,899000,0
35000,5.0,19.83,1198,67.0,104.0,459999,1
120000,5.0,18.1,1493,110.0,235.36,150000,0
25000,5.0,23.01,999,67.0,91.0,350000,1
100000,5.0,23.59,1364,67.05,170.0,509999,0
120000,9.0,15.96,2523,62.1,195.0,500000,0
35000,5.0,17.57,1193,88.7,140.0,370000,1
44000,5.0,20.92,998,67.1,90.0,240000,1
100000,5.0,22.54,1396,88.73,219.7,530000,0
133000,7.0,15.4,2179,120.0,280.0,1000000,0
35000,7.0,13.68,2393,147.8,343.0,1600000,0
64000,5.0,20.36,1197,78.9,111.8,350000,1
70000,7.0,16.0,2179,140.0,330.0,1100000,0
70000,5.0,18.5,1197,80.0,111.8,220000,1
100000,5.0,18.9,1197,82.0,114.0,350000,1
90000,5.0,22.9,1248,74.0,190.0,370000,0
50000,5.0,17.5,1298,85.8,114.0,220000,1
80000,5.0,22.1,1248,76.9,205.0,200000,0
50000,6.0,25.32,1198,77.0,190.0,400000,0
55000,5.0,14.6,1368,88.7,115.0,150000,1
40000,8.0,10.75,2694,163.7,245.0,1500000,1
70000,5.0,14.0,796,35.0,59.82,130000,1
80000,5.0,22.74,796,47.3,69.0,185000,1
120000,7.0,15.96,2523,62.1,195.0,450000,0
20000,5.0,18.9,1197,81.86,113.75,500000,1
31596,5.0,17.0,1497,121.36,150.0,570000,1
85710,7.0,15.1,2179,140.0,330.0,650000,0
129627,7.0,11.5,2982,171.0,343.0,1680000,0
10000,5.0,22.7,799,53.64,72.0,250000,1
15000,5.0,20.36,1197,78.9,111.8,320000,1
35000,5.0,20.51,998,67.0,90.0,440000,1
49000,5.0,18.5,1197,82.85,113.7,315000,1
158000,5.0,18.8,1248,90.0,200.0,202999,0
30000,5.0,21.1,814,55.2,74.5,179000,1
60000,5.0,20.36,1197,78.9,111.7,140000,1
40000,5.0,18.2,1061,64.0,84.0,150000,1
60000,7.0,13.6,2523,63.0,180.0,440000,0
55130,5.0,20.0,1399,68.0,160.0,250000,0
22000,5.0,20.51,998,67.04,90.0,330000,1
48000,5.0,15.6,1196,70.0,102.0,250000,1
45000,5.0,18.5,1197,82.85,113.7,335000,1
22522,7.0,16.0,2179,140.0,330.0,1025000,0
51856,5.0,18.5,1197,80.0,111.8,320000,1
29434,5.0,20.73,1373,91.1,130.0,550000,1
25000,5.0,25.5,1498,98.6,200.0,800000,0
28000,5.0,23.84,1199,84.0,114.0,380000,1
44500,5.0,20.46,1461,83.8,200.0,400000,0
34500,5.0,20.51,998,67.04,90.0,375000,1
20000,5.0,18.0,1497,117.6,145.0,1100000,1
15000,5.0,18.6,1197,81.83,114.7,650000,1
26000,5.0,19.34,1198,76.0,104.0,361000,1
20000,5.0,21.1,814,55.2,74.5,140000,1
3000,5.0,20.14,1197,81.86,113.75,550000,1
20000,5.0,19.5,1199,88.76,110.0,670000,1
25000,5.0,24.3,1248,88.5,200.0,880000,0
35000,5.0,23.0,1498,98.96,205.0,950000,0
60000,5.0,18.3,1991,147.9,327.0,300000,0
6825,5.0,18.0,1497,117.6,145.0,1150000,1
155000,5.0,14.81,1998,163.7,360.0,450000,0
13500,7.0,17.5,1373,91.1,130.0,600000,1
260000,8.0,12.8,2494,102.0,200.06,700000,0
65000,5.0,25.4,1186,73.97,190.25,600000,0
95000,8.0,14.02,2179,118.3,280.0,630000,0
40000,5.0,20.73,1373,91.1,130.0,590000,1
30000,5.0,20.3,1086,68.0,99.0,420000,1
120000,7.0,13.5,2477,175.56,400.0,1950000,0
112011,7.0,13.93,2179,138.1,320.0,541000,0
125000,7.0,12.99,2494,100.6,200.0,900000,0
125000,7.0,12.99,2494,100.6,200.0,900000,0
43000,5.0,18.8,1248,90.0,200.0,250000,0
53534,7.0,15.96,2523,62.1,195.0,670000,0
20000,5.0,20.3,1199,83.81,114.0,530000,1
70000,5.0,25.44,936,57.6,150.0,150000,0
70000,7.0,15.1,2179,140.0,330.0,550000,0
150000,7.0,15.4,1997,120.0,280.0,650000,0
100000,5.0,19.4,1405,70.0,135.4,180000,0
50000,7.0,16.55,2498,105.0,247.0,585000,0
120000,5.0,18.5,1197,82.85,113.7,345000,1
110000,5.0,22.9,1248,74.0,190.0,350000,0
140000,7.0,15.4,1497,117.3,145.0,725000,1
120000,7.0,15.42,1405,70.0,135.0,250000,0
70000,4.0,16.1,796,37.0,59.0,45000,1
248119,8.0,12.8,2494,102.0,200.06,409999,0
16500,5.0,23.01,999,67.0,91.0,325000,1
9900,5.0,23.95,998,67.05,90.0,350000,1
80000,5.0,19.7,796,46.3,62.0,180000,1
100000,5.0,16.0,1368,90.0,115.0,150000,1
20000,5.0,23.26,1197,88.5,113.0,700000,1
90000,5.0,28.09,1248,88.5,200.0,795000,0
15000,6.0,16.55,2498,105.0,247.0,950000,0
75000,5.0,21.5,1498,108.5,250.0,885000,0
140000,5.0,21.1,1248,73.9,190.0,160000,0
120000,5.0,23.0,1396,90.0,219.67,300000,0
75000,5.0,21.5,1498,108.5,250.0,950000,0
90000,7.0,20.77,1248,88.76,200.0,549000,0
20000,5.0,20.38,1968,143.0,320.0,3000000,0
61000,7.0,12.99,2494,100.6,200.0,1200000,0
100000,5.0,21.8,1461,78.0,240.0,570000,0
60000,6.0,16.55,2498,105.0,247.0,800000,0
100000,5.0,18.1,1493,110.0,235.36,375000,0
170000,7.0,13.6,2523,63.0,180.0,300000,0
100000,5.0,16.78,1496,88.73,132.0,350000,1
120000,7.0,13.6,2523,63.0,180.0,400000,0
50000,5.0,20.14,1498,88.8,230.0,434999,0
25000,5.0,22.74,796,47.3,69.0,260000,1
24019,5.0,22.9,1248,74.0,190.0,450000,0
80000,5.0,22.32,1582,126.32,259.8,459999,0
100000,5.0,21.1,1248,73.9,113.0,210000,0
93000,5.0,20.85,1197,83.14,115.0,540000,1
50000,7.0,24.52,1248,88.5,200.0,710000,0
22000,5.0,24.7,796,47.3,69.0,285000,1
19600,5.0,22.1,1396,88.7,219.7,990000,0
104000,5.0,15.64,1193,64.1,100.0,362000,1
33000,5.0,23.0,1498,98.96,205.0,880000,0
60000,7.0,18.49,1493,100.0,240.0,700000,0
60000,9.0,15.96,2523,63.0,180.0,600000,0
40000,5.0,13.24,1598,102.5,145.0,700000,1
60000,5.0,27.28,1047,69.0,140.0,400000,0
80000,7.0,16.02,1373,93.7,130.0,425000,1
70000,5.0,17.92,1086,62.1,96.1,180000,1
90000,5.0,20.92,998,67.1,90.0,170000,1
183000,9.0,15.96,2523,63.0,180.0,370000,0
27000,5.0,24.3,1248,88.5,200.0,800000,0
35000,5.0,23.0,1498,98.96,205.0,900000,0
120000,5.0,22.9,1248,74.0,190.0,390000,0
80000,5.0,23.4,1248,74.0,190.0,445000,0
70000,5.0,23.4,1248,74.0,190.0,459999,0
120000,5.0,21.1,1248,73.9,113.0,200000,0
72000,5.0,17.5,1197,85.8,114.0,350000,1
120000,7.0,12.0,2092,127.0,196.13,95000,0
250000,5.0,23.59,1364,67.04,170.0,550000,0
100000,9.0,13.58,2499,72.4,171.0,900000,0
120000,7.0,15.3,2956,83.83,250.0,350000,0
50000,5.0,19.34,1198,76.0,104.0,325000,1
32000,5.0,18.9,1197,82.0,114.0,455999,1
60000,5.0,19.7,796,46.3,62.0,129000,1
40000,5.0,24.7,796,47.3,69.0,254000,1
48000,5.0,21.7,1498,98.96,215.0,570000,0
30000,5.0,19.87,1461,83.14,200.0,840000,0
100000,7.0,13.93,2179,138.1,320.0,235000,0
50000,7.0,18.49,1493,100.0,240.0,700000,0
5000,5.0,18.9,1197,81.86,113.75,528000,1
12000,5.0,17.1,1956,170.0,350.0,1500000,0
72000,9.0,15.96,2523,63.0,180.0,560000,0
70000,9.0,15.96,2523,63.0,180.0,600000,0
50000,5.0,15.26,1150,74.9,110.0,102000,1
70000,7.0,15.1,2179,140.0,330.0,750000,0
70000,5.0,14.7,1150,76.0,109.83,148000,1
50000,5.0,21.4,1197,83.1,115.0,650000,1
40000,5.0,16.47,1198,73.9,110.0,310000,1
30000,5.0,19.1,1197,82.0,114.0,480000,1
15000,5.0,24.7,796,47.3,69.0,320000,1
40000,5.0,17.4,1497,117.3,145.0,750000,1
40000,5.0,19.49,1198,67.04,104.0,370000,1
60000,5.0,18.6,1197,85.8,114.0,320000,1
67000,5.0,18.6,1197,85.8,114.0,420000,1
60000,5.0,17.5,1298,85.8,114.0,240000,1
60000,5.0,22.5,999,67.0,91.0,220000,1
30000,5.0,23.84,1199,84.0,114.0,350000,1
40000,5.0,25.8,1498,98.6,200.0,675000,0
50000,5.0,18.16,1197,78.8,104.0,434999,1
200000,5.0,13.1,1997,141.1,190.0,125000,1
14000,6.0,18.15,1198,82.0,115.0,400000,1
70000,9.0,13.58,2499,72.4,171.0,425000,0
94000,5.0,21.1,1248,75.0,190.0,311000,0
197000,10.0,13.58,2499,72.4,171.0,509999,0
79000,5.0,25.83,1498,99.0,215.0,530000,0
120000,5.0,18.7,1896,66.0,210.0,210000,0
30000,8.0,17.3,1497,121.0,300.0,977000,0
20000,5.0,20.51,998,67.04,90.0,440000,1
17000,5.0,20.51,998,67.04,90.0,440000,1
20000,5.0,18.6,1197,81.83,114.7,655000,1
60000,5.0,25.17,799,53.3,72.0,295000,1
20000,5.0,18.6,1197,81.83,114.7,655000,1
70000,5.0,15.0,1086,66.6,101.99,65000,1
150000,7.0,17.6,2179,153.86,400.0,1200000,0
35000,7.0,17.6,2179,153.86,400.0,1251000,0
60000,5.0,23.03,1396,69.0,140.0,200000,0
40000,5.0,21.19,1396,88.73,219.66,750000,0
57000,5.0,17.8,1198,86.7,109.0,475000,1
120000,5.0,17.8,1405,70.0,132.39,110000,0
30000,5.0,23.01,999,67.0,91.0,350000,1
175000,5.0,23.4,1248,74.0,190.0,450000,0
90000,5.0,17.0,1405,70.0,132.39,150000,0
110000,5.0,17.2,1396,53.5,83.36,80000,0
35000,5.0,18.6,1197,81.83,114.7,430000,1
81000,7.0,13.68,2393,147.8,343.0,1450000,0
100000,5.0,18.3,1991,147.9,327.0,360000,0
60000,7.0,17.6,2179,153.86,400.0,1445000,0
60000,5.0,26.0,1498,98.6,200.0,670000,0
70000,5.0,13.7,1991,183.0,300.0,2000000,1
50000,5.0,25.8,1498,98.6,200.0,440000,0
90000,5.0,23.0,1396,90.0,219.67,254999,0
65000,7.0,19.02,1198,67.05,104.0,530000,1
40000,7.0,16.0,1997,140.0,320.0,890000,0
80000,5.0,22.07,1199,73.9,180.0,280000,0
35000,5.0,21.21,1197,81.8,113.0,725000,1
30000,7.0,18.49,1493,100.0,240.0,700000,0
70000,5.0,18.2,998,67.1,90.0,90000,1
100000,5.0,19.81,1086,68.05,99.04,287000,1
55000,5.0,14.8,1591,121.3,151.0,1380000,1
80000,7.0,12.99,2494,100.6,200.0,750000,0
40000,5.0,17.43,1396,105.5,135.3,650000,1
108916,5.0,20.51,998,67.04,90.0,240000,1
40000,5.0,21.1,814,55.2,74.5,290000,1
80000,5.0,21.1,814,55.2,74.5,229999,1
50000,5.0,26.0,1498,98.6,200.0,1000000,0
90000,5.0,17.92,1086,62.1,96.1,200000,1
70000,5.0,19.7,796,46.3,62.0,90000,1
90000,5.0,23.0,1396,90.0,219.67,330000,0
70000,5.0,21.1,1248,73.9,113.0,200000,0
31000,6.0,25.32,1198,77.0,190.0,420000,0
120000,5.0,19.3,1248,73.9,190.0,260000,0
40000,5.0,18.6,1197,81.83,114.7,590000,1
180000,5.0,25.2,1248,74.0,190.0,545000,0
90000,5.0,18.9,998,67.1,90.0,210000,1
110000,5.0,17.7,1497,78.0,124.54,185000,1
59000,5.0,18.9,998,67.1,90.0,125000,1
60000,5.0,21.1,814,55.2,74.5,280000,1
70000,5.0,18.9,998,67.1,90.0,98000,1
190000,5.0,17.0,1405,71.0,135.0,100000,0
180000,5.0,20.8,1461,64.1,160.0,250000,0
150000,7.0,11.5,2982,171.0,343.0,750000,0
130000,5.0,16.52,1991,123.7,305.0,160000,0
120000,5.0,22.32,1582,126.3,259.9,509999,0
80000,5.0,17.88,1396,52.8,85.0,95000,0
80000,5.0,22.32,1582,126.32,259.8,525000,0
20000,5.0,22.5,999,67.0,91.0,278000,1
60000,4.0,16.1,796,37.0,59.0,50000,1
120000,5.0,22.07,1199,73.9,180.0,254999,0
10000,5.0,21.21,1197,81.8,113.0,675000,1
147000,5.0,26.59,1248,74.0,190.0,600000,0
51000,5.0,25.1,1248,88.5,200.0,950000,0
60000,5.0,17.7,1497,78.0,124.54,229999,1
220000,8.0,12.8,2494,102.0,200.06,600000,0
20000,5.0,24.7,796,47.3,69.0,330000,1
40000,5.0,23.95,998,67.05,90.0,350000,1
35000,5.0,16.2,1199,74.0,110.0,560000,1
30000,5.0,20.51,998,67.04,90.0,440000,1
90000,5.0,19.0,998,66.1,90.0,220000,1
110000,5.0,28.4,1248,74.02,190.0,750000,0
140000,7.0,15.1,2179,140.0,330.0,800000,0
104000,5.0,17.2,1396,53.5,83.36,59259,0
9000,5.0,21.4,1197,83.1,115.0,740000,1
19000,5.0,20.89,1197,81.8,113.0,570000,1
20000,5.0,20.51,998,67.0,90.0,430000,1
70000,5.0,24.3,1248,88.5,200.0,800000,0
53000,5.0,24.0,1120,70.0,160.0,450000,0
105000,5.0,23.4,1248,74.0,190.0,420000,0
16000,7.0,18.06,2523,63.0,182.5,750000,0
7200,5.0,21.1,998,100.5,150.0,780000,1
77000,5.0,22.07,1199,73.9,180.0,320000,0
40000,6.0,25.32,1198,77.0,190.0,690000,0
70000,5.0,19.3,1248,73.9,190.0,375000,0
50000,5.0,18.12,1196,86.8,112.0,620000,1
58000,7.0,15.37,1196,73.0,101.0,370000,1
85000,7.0,16.55,2498,105.0,247.0,770000,0
65000,5.0,19.1,1197,81.86,113.75,500000,1
120000,6.0,25.32,1198,77.0,190.0,450000,0
50000,5.0,17.92,1086,62.1,96.1,195000,1
30000,5.0,20.51,998,67.0,90.0,472000,1
58000,5.0,23.95,998,67.05,90.0,250000,1
70000,5.0,25.44,936,57.6,150.0,165000,0
110000,5.0,20.65,1248,88.7,190.0,525000,0
65000,5.0,18.9,998,67.1,90.0,145000,1
100000,5.0,22.3,1248,88.8,200.0,325000,0
60000,7.0,16.5,1493,70.0,195.0,660000,0
90000,5.0,19.68,1399,67.0,160.0,310000,0
200000,7.0,13.6,2523,63.0,180.0,250000,0
100000,5.0,19.68,1399,67.0,160.0,330000,0
80000,5.0,20.0,1399,68.0,160.0,250000,0
60000,7.0,17.45,1493,100.0,240.0,650000,0
40000,5.0,23.95,998,67.05,90.0,305000,1
50000,5.0,26.21,1248,88.5,200.0,600000,0
110000,5.0,20.51,998,67.04,90.0,280000,1
50000,5.0,23.57,1396,70.0,140.0,153000,0
30000,7.0,18.49,1493,100.0,240.0,700000,0
40000,5.0,25.17,799,53.3,72.0,325000,1
40000,5.0,23.95,998,67.05,90.0,305000,1
70000,4.0,16.1,796,37.0,59.0,155000,1
80000,5.0,20.92,998,67.1,90.0,235000,1
15000,5.0,20.4,1197,81.8,113.0,500000,1
150000,7.0,13.6,2523,63.0,180.0,120000,0
88000,5.0,21.66,1498,103.52,250.0,675000,0
80000,7.0,12.99,2494,100.6,200.0,950000,0
59865,7.0,15.1,2179,152.87,360.0,1051000,0
60000,5.0,21.49,1498,108.5,250.0,591000,0
72000,5.0,22.54,1396,88.73,219.7,585000,0
68140,5.0,18.0,1497,117.6,145.0,1025000,1
53190,5.0,28.4,1248,74.0,190.0,450000,0
70100,5.0,22.54,1396,88.73,219.7,484999,0
47725,5.0,27.3,1498,98.6,200.0,650000,0
70195,5.0,28.4,1248,74.02,190.0,434999,0
77395,5.0,20.0,1399,68.0,160.0,195000,0
17000,8.0,17.3,1497,121.0,300.0,1000000,0
64000,5.0,14.62,1498,113.42,250.0,650000,0
74321,5.0,25.44,936,56.3,142.5,190000,0
80235,5.0,28.4,1248,74.02,190.0,409999,0
77150,5.0,17.01,1582,126.2,259.9,1050000,0
69000,5.0,22.15,1498,108.6,250.0,651000,0
57000,5.0,23.65,1248,88.5,200.0,650000,0
89000,5.0,21.14,1498,103.6,250.0,750000,0
61100,5.0,14.3,1968,140.0,358.92,799000,0
116000,5.0,18.7,1896,66.0,210.0,355000,0
80000,5.0,23.9,1582,126.32,259.8,600000,0
26000,5.0,28.4,1248,74.0,190.0,685000,0
100000,5.0,28.4,1248,74.0,190.0,509999,0
82050,5.0,19.3,1248,73.9,190.0,650000,0
120000,7.0,15.1,2179,140.0,330.0,675000,0
30000,5.0,24.04,999,67.0,91.0,319000,1
6000,5.0,19.5,1199,88.76,110.0,640000,1
30000,5.0,18.6,1197,81.83,114.7,650000,1
70000,7.0,20.77,1248,88.76,200.0,650000,0
70000,7.0,20.77,1248,88.76,200.0,650000,0
120000,5.0,17.8,1248,75.0,190.0,175000,0
76000,5.0,24.0,1120,70.0,159.8,375000,0
80000,5.0,24.0,1120,70.0,160.0,430000,0
110000,5.0,17.2,1396,53.5,83.36,65000,0
70000,5.0,13.2,1495,94.0,122.58,150000,1
13000,5.0,17.19,1197,81.86,114.73,620000,1
60000,5.0,14.09,1596,99.6,146.0,250000,1
165000,5.0,21.1,1248,73.9,113.0,275000,0
120000,10.0,13.58,2499,72.4,171.0,454000,0
30000,7.0,18.49,1493,100.0,240.0,600000,0
100000,5.0,20.54,1598,103.6,250.0,400000,0
187000,5.0,19.2,1461,65.0,156.91,180000,0
70000,5.0,24.3,1248,88.5,200.0,750000,0
40000,5.0,20.4,1197,81.8,113.0,500000,1
22000,5.0,15.73,1968,174.33,380.0,2825000,0
5500,5.0,26.8,1597,118.0,300.0,2125000,0
18000,5.0,19.62,1998,190.0,400.0,3350000,0
1500,5.0,18.2,1199,88.7,110.0,840000,1
46000,7.0,24.5,1498,98.6,200.0,1000000,0
24400,5.0,27.39,1248,74.0,190.0,740000,0
29899,5.0,22.15,1498,108.6,250.0,1290000,0
20000,8.0,11.36,2755,171.5,360.0,1800000,0
2000,5.0,20.7,1197,81.86,113.75,775000,1
34000,8.0,21.04,1461,83.8,200.0,695000,0
31000,5.0,17.4,1197,81.86,117.0,730000,1
46000,7.0,11.45,2776,197.2,500.0,1295000,0
121000,7.0,12.08,2999,161.0,333.0,1160000,0
7000,5.0,20.3,1086,68.0,99.0,540000,1
10000,5.0,23.1,998,67.04,90.0,434999,1
6000,5.0,17.9,2143,170.0,400.0,4600000,0
20000,5.0,17.0,2596,80.8,230.0,910000,0
59235,5.0,19.67,1582,126.2,259.9,850000,0
48000,5.0,25.8,1498,98.6,200.0,520000,0
114000,7.0,14.95,2489,93.7,218.0,650000,0
120000,5.0,19.3,1248,73.9,190.0,430000,0
144000,5.0,21.9,1396,88.8,219.7,360000,0
144000,5.0,21.9,1396,88.8,219.7,350000,0
190000,5.0,24.3,1248,88.5,200.0,791000,0
190000,7.0,12.99,2494,100.6,200.0,950000,0
20000,5.0,28.4,1248,74.0,190.0,690000,0
40000,5.0,22.0,1582,126.2,259.87,860000,0
100000,5.0,19.3,1248,73.9,190.0,371000,0
60000,5.0,16.8,1405,68.0,127.49,45000,0
201000,5.0,17.8,1399,68.0,159.85,55000,0
110000,5.0,20.54,1598,103.6,250.0,240000,0
77215,5.0,25.2,1248,74.0,190.0,495000,0
48228,5.0,18.7,1199,88.7,110.0,671000,1
58559,5.0,25.2,1248,74.0,190.0,693000,0
50856,5.0,26.0,1498,98.6,200.0,802999,0
18300,5.0,17.8,1497,117.3,145.0,890000,1
59292,5.0,28.4,1248,74.0,190.0,495000,0
10000,5.0,23.1,998,67.04,90.0,545000,1
21147,5.0,21.4,1197,83.1,115.0,775000,1
69000,5.0,25.6,1498,97.9,200.0,925000,0
10000,7.0,17.3,1497,121.0,300.0,1450000,0
16000,5.0,28.4,1248,74.0,190.0,790000,0
36000,8.0,13.68,2393,147.8,343.0,1789999,0
37000,5.0,21.01,1197,81.8,113.0,620000,1
61173,5.0,27.62,793,47.0,125.0,375000,0
30000,5.0,18.25,1968,187.74,400.0,2450000,0
75000,7.0,15.1,2179,140.0,330.0,850000,0
