brand,year,km_driven,fuel,transmission,seller_type,owner,seats,mileage,engine,max_power,nm,selling_price
Toyota,2015,80000,Diesel,Manual,Individual,First Owner,5.0,23.59,1364,67.04,170.0,450000
Toyota,2016,40000,Diesel,Automatic,Individual,Second Owner,7.0,11.36,2755,171.5,360.0,1630000
Maruti,2017,50000,Diesel,Manual,Individual,First Owner,5.0,24.3,1248,88.5,200.0,725000
Tata,2013,95500,Diesel,Manual,Individual,Second Owner,7.0,14.0,2179,138.1,320.0,466000
Ford,2017,40000,Petrol,Manual,Individual,Second Owner,5.0,18.16,1196,86.8,112.0,370000
Maruti,2007,70000,Petrol,Manual,Individual,Third Owner,5.0,18.2,1061,64.0,84.0,150000
Maruti,2017,15000,Petrol,Manual,Individual,First Owner,5.0,23.1,998,67.04,90.0,483000
Hyundai,2016,10000,Petrol,Manual,Individual,First Owner,5.0,18.9,1197,82.0,114.0,470000
Maruti,2018,25000,Diesel,Manual,Individual,First Owner,5.0,24.3,1248,88.5,200.0,950000
Hyundai,2013,50000,Petrol,Manual,Individual,Third Owner,5.0,17.01,1591,121.3,154.9,450000
Toyota,2011,70000,Petrol,Manual,Individual,First Owner,5.0,17.6,1496,88.7,132.0,345000
Maruti,2009,60000,Petrol,Manual,Individual,First Owner,5.0,19.0,998,66.1,90.0,300000
Maruti,2007,74800,Petrol,Manual,Individual,Second Owner,5.0,18.2,998,67.1,90.0,160000
Maruti,2004,80000,Petrol,Manual,Individual,Second Owner,4.0,16.1,796,37.0,59.0,120000
Tata,2020,40000,Petrol,Manual,Individual,First Owner,5.0,17.57,1193,88.7,140.0,500000
Mahindra,2018,40000,Diesel,Manual,Individual,First Owner,7.0,16.0,2179,138.0,330.0,1350000
Hyundai,2017,50000,Diesel,Manual,Individual,First Owner,5.0,24.0,1186,73.97,190.24,455000
Hyundai,2013,45000,Petrol,Manual,Individual,Second Owner,5.0,21.1,814,55.2,74.5,165000
Maruti,2016,23700,Petrol,Manual,Individual,First Owner,5.0,20.4,1197,81.8,113.0,470000
Maruti,2016,23700,Petrol,Manual,Individual,First Owner,5.0,20.4,1197,81.8,113.0,470000
Jeep,2019,10000,Petrol,Manual,Individual,First Owner,5.0,16.0,1368,160.0,250.0,1520000
Maruti,2014,53473,Petrol,Manual,Individual,First Owner,5.0,23.95,998,67.05,90.0,229999
Mahindra,2011,100000,Diesel,Manual,Individual,Second Owner,9.0,15.96,2523,63.0,180.0,250000
Mahindra,2016,25000,Diesel,Manual,Individual,First Owner,7.0,16.0,2179,140.0,330.0,1350000
Hyundai,2013,80000,Petrol,Manual,Individual,First Owner,5.0,17.92,1086,62.1,96.1,220000
Hyundai,2015,120000,Diesel,Manual,Individual,First Owner,5.0,24.4,1120,71.0,180.4,360000
Maruti,2018,40000,Petrol,Manual,Individual,First Owner,5.0,23.95,998,67.05,90.0,350000
Hyundai,2012,70000,Diesel,Manual,Individual,First Owner,5.0,22.32,1582,126.32,259.8,500000
Chevrolet,2013,90000,Diesel,Manual,Individual,Third Owner,5.0,25.44,936,57.6,150.0,145000
Chevrolet,2014,51000,Petrol,Manual,Individual,First Owner,5.0,18.2,1199,82.5,108.5,300000
Hyundai,2009,87000,Petrol,Manual,Individual,Second Owner,5.0,13.2,1495,94.0,122.58,180000
Maruti,2013,40000,Diesel,Manual,Individual,First Owner,5.0,23.4,1248,74.0,190.0,530000
Renault,2014,90000,Diesel,Manual,Individual,Second Owner,5.0,19.01,1461,108.45,248.0,620000
Toyota,2015,110000,Petrol,Manual,Individual,Third Owner,5.0,16.78,1496,88.73,132.0,360000
Hyundai,2010,86000,Petrol,Manual,Individual,Second Owner,5.0,17.92,1086,62.1,96.1,245000
Ford,2003,80000,Petrol,Manual,Individual,Third Owner,5.0,14.2,1597,92.0,130.0,130000
Maruti,1999,65000,Petrol,Manual,Individual,Fourth & Above Owner,5.0,15.9,1298,85.0,110.0,70000
Maruti,1999,70000,Petrol,Manual,Individual,Fourth & Above Owner,5.0,15.9,1298,85.0,110.0,70000
Ford,2014,140000,Diesel,Manual,Individual,Second Owner,5.0,25.01,1498,89.75,204.0,650000
Maruti,2019,18000,Petrol,Manual,Individual,First Owner,5.0,21.21,1197,81.8,113.0,610000
Maruti,2015,24000,Petrol,Manual,Individual,First Owner,5.0,23.95,998,67.05,90.0,300000
Hyundai,2014,60000,Diesel,Manual,Individual,First Owner,5.0,24.0,1120,70.0,160.0,425000
Hyundai,2012,150000,Diesel,Manual,Individual,Third Owner,5.0,22.32,1582,126.32,259.8,450000
Hyundai,2011,108000,Diesel,Manual,Individual,First Owner,5.0,22.32,1582,126.3,259.9,450000
Hyundai,2011,60000,Petrol,Automatic,Individual,Third Owner,5.0,16.95,1197,78.9,111.8,340000
Maruti,2013,90000,Diesel,Manual,Individual,First Owner,7.0,20.77,1248,88.76,200.0,650000
Tata,2009,70000,Diesel,Manual,Individual,First Owner,5.0,19.09,1396,69.0,135.0,160000
Tata,2014,120000,Diesel,Manual,Individual,First Owner,5.0,19.1,1405,70.0,135.4,250000
Chevrolet,2012,100000,Diesel,Manual,Individual,Third Owner,5.0,25.44,936,57.6,150.0,225000
Tata,2007,75958,Diesel,Manual,Individual,Second Owner,5.0,17.88,1396,52.8,85.0,55000
Maruti,1996,70000,Petrol,Manual,Individual,Third Owner,4.0,16.1,796,37.0,59.0,42000
Hyundai,2006,128000,Diesel,Manual,Individual,Fourth & Above Owner,7.0,12.6,1991,112.0,245.17,282000
Tata,2007,110000,Diesel,Manual,Individual,Third Owner,5.0,16.8,1405,62.0,122.58,80000
Maruti,2016,40000,Petrol,Manual,Individual,First Owner,5.0,20.85,1197,83.14,115.0,500000
Ford,2016,70000,Diesel,Manual,Individual,First Owner,5.0,25.83,1498,99.0,215.0,500000
Maruti,2011,60000,Diesel,Manual,Individual,First Owner,5.0,22.9,1248,74.0,190.0,400000
Mahindra,2013,90000,Diesel,Manual,Individual,First Owner,7.0,15.96,2523,62.1,195.0,550000
Tata,2007,70000,Diesel,Manual,Individual,Second Owner,7.0,13.93,2179,138.1,320.0,200000
Hyundai,2012,65000,Petrol,Manual,Individual,First Owner,5.0,20.36,1197,78.9,111.8,280000
Maruti,2014,88000,Diesel,Manual,Individual,First Owner,5.0,23.4,1248,74.0,190.0,580000
Tata,2009,80000,Diesel,Manual,Individual,Third Owner,5.0,18.8,1248,90.0,200.0,100000
Mahindra,2014,60000,Diesel,Manual,Individual,First Owner,8.0,14.0,2523,75.0,200.0,550000
Mahindra,2017,38000,Diesel,Manual,Individual,First Owner,7.0,18.49,1493,100.0,240.0,700000
Tata,2010,80000,Petrol,Manual,Individual,Third Owner,5.0,15.0,1368,90.0,116.0,150000
Hyundai,2014,60000,Petrol,Manual,Individual,Second Owner,5.0,21.1,814,55.2,74.5,190000
Mahindra,2013,110000,Diesel,Manual,Individual,First Owner,7.0,15.96,2523,62.1,195.0,500000
Maruti,2017,110000,Diesel,Manual,Individual,First Owner,5.0,25.2,1248,74.0,190.0,640000
Skoda,2011,145000,Diesel,Manual,Individual,First Owner,5.0,20.86,1199,75.0,180.0,340000
Hyundai,2019,43000,Diesel,Manual,Individual,First Owner,5.0,22.54,1396,88.76,224.0,811000
Maruti,2016,120000,Diesel,Manual,Individual,First Owner,5.0,23.2,1248,73.94,190.0,409999
Maruti,2007,136000,Petrol,Manual,Individual,Second Owner,5.0,16.1,1298,88.2,112.78,220000
Tata,2013,120000,Diesel,Manual,Individual,Second Owner,5.0,17.88,1405,48.21,85.0,170000
Hyundai,2018,25000,Petrol,Manual,Individual,First Owner,5.0,18.6,1197,81.86,114.73,700000
Mahindra,2015,80000,Diesel,Manual,Individual,Second Owner,7.0,15.4,2179,120.0,280.0,950000
Hyundai,2003,40000,Petrol,Manual,Individual,Second Owner,5.0,14.4,1599,94.0,122.58,80000
Jaguar,2017,9000,Diesel,Automatic,Dealer,First Owner,5.0,13.6,1999,177.0,430.0,2711000
Jaguar,2017,45000,Diesel,Automatic,Dealer,First Owner,5.0,19.33,1999,177.0,430.0,3200000
Tata,2015,110000,Diesel,Manual,Individual,First Owner,7.0,14.1,2179,147.94,320.0,503000
Volvo,2019,20000,Diesel,Automatic,Individual,First Owner,5.0,18.0,1969,190.0,400.0,3800000
Toyota,2016,68089,Petrol,Automatic,Trustmark Dealer,First Owner,5.0,19.16,2494,157.7,213.0,2000000
Maruti,2013,58343,Petrol,Manual,Trustmark Dealer,First Owner,5.0,21.79,998,67.05,90.0,225000
Maruti,2018,38817,Diesel,Manual,Dealer,First Owner,5.0,27.39,1248,74.0,190.0,740000
Honda,2016,56494,Petrol,Manual,Trustmark Dealer,First Owner,5.0,18.2,1199,88.7,110.0,550000
Toyota,2013,79328,Diesel,Manual,Trustmark Dealer,Second Owner,7.0,12.99,2494,100.6,200.0,750000
Maruti,2019,5621,Petrol,Automatic,Trustmark Dealer,First Owner,5.0,22.0,1197,81.8,113.0,650000
Toyota,2017,25538,Petrol,Manual,Trustmark Dealer,First Owner,5.0,16.78,1496,88.73,132.0,625000
Maruti,2018,69779,Petrol,Automatic,Dealer,First Owner,5.0,22.0,1197,81.8,113.0,600000
Hyundai,2017,56290,Diesel,Manual,Dealer,First Owner,5.0,24.0,1186,73.97,190.24,450000
Honda,2019,7032,Petrol,Automatic,Trustmark Dealer,First Owner,5.0,19.0,1199,88.76,110.0,779000
Skoda,2016,11000,Petrol,Automatic,Dealer,First Owner,5.0,14.3,1598,103.5,153.0,645000
Volvo,2018,2000,Diesel,Automatic,Dealer,First Owner,5.0,16.8,1984,150.0,350.0,2475000
Maruti,2014,120000,Diesel,Manual,Individual,Second Owner,5.0,23.4,1248,74.0,190.0,420000
Maruti,2018,35000,Diesel,Manual,Individual,First Owner,5.0,25.1,1248,88.5,200.0,899000
Datsun,2019,35000,Petrol,Manual,Individual,First Owner,5.0,19.83,1198,67.0,104.0,459999
Hyundai,2008,120000,Diesel,Manual,Individual,Second Owner,5.0,18.1,1493,110.0,235.36,150000
Renault,2017,25000,Petrol,Manual,Individual,First Owner,5.0,23.01,999,67.0,91.0,350000
Toyota,2015,100000,Diesel,Manual,Individual,Second Owner,5.0,23.59,1364,67.05,170.0,509999
Mahindra,2013,120000,Diesel,Manual,Individual,Third Owner,9.0,15.96,2523,62.1,195.0,500000
Tata,2017,35000,Petrol,Manual,Individual,First Owner,5.0,17.57,1193,88.7,140.0,370000
Maruti,2013,44000,Petrol,Manual,Individual,Second Owner,5.0,20.92,998,67.1,90.0,240000
Hyundai,2015,100000,Diesel,Manual,Individual,Second Owner,5.0,22.54,1396,88.73,219.7,530000
Mahindra,2015,133000,Diesel,Manual,Individual,Second Owner,7.0,15.4,2179,120.0,280.0,1000000
Toyota,2018,35000,Diesel,Manual,Individual,Second Owner,7.0,13.68,2393,147.8,343.0,1600000
Hyundai,2014,64000,Petrol,Manual,Individual,First Owner,5.0,20.36,1197,78.9,111.8,350000
Mahindra,2015,70000,Diesel,Automatic,Individual,First Owner,7.0,16.0,2179,140.0,330.0,1100000
Hyundai,2011,70000,Petrol,Manual,Individual,First Owner,5.0,18.5,1197,80.0,111.8,220000
Hyundai,2015,100000,Petrol,Manual,Individual,First Owner,5.0,18.9,1197,82.0,114.0,350000
Maruti,2013,90000,Diesel,Manual,Individual,Second Owner,5.0,22.9,1248,74.0,190.0,370000
Maruti,2014,50000,Petrol,Manual,Individual,First Owner,5.0,17.5,1298,85.8,114.0,220000
Chevrolet,2013,80000,Diesel,Manual,Individual,First Owner,5.0,22.1,1248,76.9,205.0,200000
Mahindra,2017,50000,Diesel,Manual,Individual,First Owner,6.0,25.32,1198,77.0,190.0,400000
Fiat,2009,55000,Petrol,Manual,Individual,First Owner,5.0,14.6,1368,88.7,115.0,150000
Toyota,2020,40000,Petrol,Automatic,Individual,First Owner,8.0,10.75,2694,163.7,245.0,1500000
Maruti,2011,70000,Petrol,Manual,Individual,Second Owner,5.0,14.0,796,35.0,59.82,130000
Maruti,2013,80000,Petrol,Manual,Individual,Second Owner,5.0,22.74,796,47.3,69.0,185000
Mahindra,2012,120000,Diesel,Manual,Individual,First Owner,7.0,15.96,2523,62.1,195.0,450000
Hyundai,2018,20000,Petrol,Manual,Individual,Second Owner,5.0,18.9,1197,81.86,113.75,500000
Ford,2017,31596,Petrol,Manual,Dealer,First Owner,5.0,17.0,1497,121.36,150.0,570000
Mahindra,2013,85710,Diesel,Manual,Dealer,First Owner,7.0,15.1,2179,140.0,330.0,650000
Toyota,2012,129627,Diesel,Manual,Dealer,First Owner,7.0,11.5,2982,171.0,343.0,1680000
Datsun,2018,10000,Petrol,Manual,Individual,First Owner,5.0,22.7,799,53.64,72.0,250000
Hyundai,2014,15000,Petrol,Manual,Individual,First Owner,5.0,20.36,1197,78.9,111.8,320000
Maruti,2017,35000,Petrol,Automatic,Individual,First Owner,5.0,20.51,998,67.0,90.0,440000
Hyundai,2013,49000,Petrol,Manual,Individual,Second Owner,5.0,18.5,1197,82.85,113.7,315000
Tata,2010,158000,Diesel,Manual,Individual,First Owner,5.0,18.8,1248,90.0,200.0,202999
Hyundai,2012,30000,Petrol,Manual,Individual,Second Owner,5.0,21.1,814,55.2,74.5,179000
Hyundai,2008,60000,Petrol,Manual,Individual,Second Owner,5.0,20.36,1197,78.9,111.7,140000
Maruti,2008,40000,Petrol,Manual,Individual,Second Owner,5.0,18.2,1061,64.0,84.0,150000
Mahindra,2011,60000,Diesel,Manual,Individual,Second Owner,7.0,13.6,2523,63.0,180.0,440000
Ford,2011,55130,Diesel,Manual,Dealer,Second Owner,5.0,20.0,1399,68.0,160.0,250000
Maruti,2014,22000,Petrol,Manual,Individual,First Owner,5.0,20.51,998,67.04,90.0,330000
Ford,2010,48000,Petrol,Manual,Individual,First Owner,5.0,15.6,1196,70.0,102.0,250000
Hyundai,2012,45000,Petrol,Manual,Individual,First Owner,5.0,18.5,1197,82.85,113.7,335000
Mahindra,2016,22522,Diesel,Manual,Dealer,First Owner,7.0,16.0,2179,140.0,330.0,1025000
Hyundai,2012,51856,Petrol,Manual,Dealer,Third Owner,5.0,18.5,1197,80.0,111.8,320000
Maruti,2015,29434,Petrol,Manual,Individual,First Owner,5.0,20.73,1373,91.1,130.0,550000
Honda,2018,25000,Diesel,Manual,Individual,First Owner,5.0,25.5,1498,98.6,200.0,800000
Tata,2017,28000,Petrol,Manual,Individual,Second Owner,5.0,23.84,1199,84.0,114.0,380000
Renault,2013,44500,Diesel,Manual,Individual,Second Owner,5.0,20.46,1461,83.8,200.0,400000
Maruti,2016,34500,Petrol,Manual,Individual,First Owner,5.0,20.51,998,67.04,90.0,375000
Honda,2017,20000,Petrol,Automatic,Individual,First Owner,5.0,18.0,1497,117.6,145.0,1100000
Hyundai,2018,15000,Petrol,Manual,Individual,First Owner,5.0,18.6,1197,81.83,114.7,650000
Nissan,2014,26000,Petrol,Automatic,Individual,First Owner,5.0,19.34,1198,76.0,104.0,361000
Hyundai,2012,20000,Petrol,Manual,Individual,First Owner,5.0,21.1,814,55.2,74.5,140000
Hyundai,2019,3000,Petrol,Manual,Individual,First Owner,5.0,20.14,1197,81.86,113.75,550000
Honda,2019,20000,Petrol,Manual,Individual,First Owner,5.0,19.5,1199,88.76,110.0,670000
Maruti,2017,25000,Diesel,Manual,Individual,First Owner,5.0,24.3,1248,88.5,200.0,880000
Ford,2018,35000,Diesel,Manual,Individual,First Owner,5.0,23.0,1498,98.96,205.0,950000
Chevrolet,2010,60000,Diesel,Manual,Individual,First Owner,5.0,18.3,1991,147.9,327.0,300000
Honda,2017,6825,Petrol,Automatic,Individual,First Owner,5.0,18.0,1497,117.6,145.0,1150000
Chevrolet,2015,155000,Diesel,Automatic,Individual,First Owner,5.0,14.81,1998,163.7,360.0,450000
Maruti,2016,13500,Petrol,Manual,Individual,First Owner,7.0,17.5,1373,91.1,130.0,600000
Toyota,2008,260000,Diesel,Manual,Individual,First Owner,8.0,12.8,2494,102.0,200.06,700000
Hyundai,2018,65000,Diesel,Manual,Individual,First Owner,5.0,25.4,1186,73.97,190.25,600000
Mahindra,2014,95000,Diesel,Manual,Individual,Second Owner,8.0,14.02,2179,118.3,280.0,630000
Maruti,2016,40000,Petrol,Manual,Individual,Second Owner,5.0,20.73,1373,91.1,130.0,590000
Hyundai,2019,30000,Petrol,Manual,Individual,First Owner,5.0,20.3,1086,68.0,99.0,420000
Mitsubishi,2016,120000,Diesel,Manual,Individual,First Owner,7.0,13.5,2477,175.56,400.0,1950000
Tata,2013,112011,Diesel,Manual,Individual,First Owner,7.0,13.93,2179,138.1,320.0,541000
Toyota,2015,125000,Diesel,Manual,Individual,First Owner,7.0,12.99,2494,100.6,200.0,900000
Toyota,2015,125000,Diesel,Manual,Individual,First Owner,7.0,12.99,2494,100.6,200.0,900000
Tata,2009,43000,Diesel,Manual,Individual,First Owner,5.0,18.8,1248,90.0,200.0,250000
Mahindra,2019,53534,Diesel,Manual,Individual,First Owner,7.0,15.96,2523,62.1,195.0,670000
Tata,2019,20000,Petrol,Manual,Individual,First Owner,5.0,20.3,1199,83.81,114.0,530000
Chevrolet,2012,70000,Diesel,Manual,Individual,Second Owner,5.0,25.44,936,57.6,150.0,150000
Mahindra,2013,70000,Diesel,Manual,Individual,Third Owner,7.0,15.1,2179,140.0,330.0,550000
Mahindra,2015,150000,Diesel,Manual,Individual,First Owner,7.0,15.4,1997,120.0,280.0,650000
Tata,2012,100000,Diesel,Manual,Individual,Second Owner,5.0,19.4,1405,70.0,135.4,180000
Mahindra,2015,50000,Diesel,Manual,Individual,First Owner,7.0,16.55,2498,105.0,247.0,585000
Hyundai,2013,120000,Petrol,Manual,Individual,Second Owner,5.0,18.5,1197,82.85,113.7,345000
Maruti,2013,110000,Diesel,Manual,Individual,Third Owner,5.0,22.9,1248,74.0,190.0,350000
Honda,2016,140000,Petrol,Manual,Individual,First Owner,7.0,15.4,1497,117.3,145.0,725000
Tata,2012,120000,Diesel,Manual,Individual,First Owner,7.0,15.42,1405,70.0,135.0,250000
Maruti,2002,70000,Petrol,Manual,Individual,Second Owner,4.0,16.1,796,37.0,59.0,45000
Toyota,2007,248119,Diesel,Manual,Individual,Fourth & Above Owner,8.0,12.8,2494,102.0,200.06,409999
Renault,2017,16500,Petrol,Manual,Individual,Second Owner,5.0,23.01,999,67.0,91.0,325000
Maruti,2016,9900,Petrol,Manual,Individual,First Owner,5.0,23.95,998,67.05,90.0,350000
Maruti,2012,80000,Petrol,Manual,Individual,Third Owner,5.0,19.7,796,46.3,62.0,180000
Fiat,2010,100000,Petrol,Manual,Individual,Second Owner,5.0,16.0,1368,90.0,115.0,150000
Maruti,2020,20000,Petrol,Manual,Individual,First Owner,5.0,23.26,1197,88.5,113.0,700000
Maruti,2016,90000,Diesel,Manual,Individual,First Owner,5.0,28.09,1248,88.5,200.0,795000
Mahindra,2019,15000,Diesel,Manual,Individual,First Owner,6.0,16.55,2498,105.0,247.0,950000
Volkswagen,2018,75000,Diesel,Automatic,Individual,First Owner,5.0,21.5,1498,108.5,250.0,885000
Maruti,2011,140000,Diesel,Manual,Individual,First Owner,5.0,21.1,1248,73.9,190.0,160000
Hyundai,2012,120000,Diesel,Manual,Individual,Second Owner,5.0,23.0,1396,90.0,219.67,300000
Volkswagen,2018,75000,Diesel,Automatic,Individual,First Owner,5.0,21.5,1498,108.5,250.0,950000
Maruti,2015,90000,Diesel,Manual,Individual,First Owner,7.0,20.77,1248,88.76,200.0,549000
Audi,2018,20000,Diesel,Automatic,Individual,First Owner,5.0,20.38,1968,143.0,320.0,3000000
Toyota,2015,61000,Diesel,Manual,Individual,First Owner,7.0,12.99,2494,100.6,200.0,1200000
Renault,2012,100000,Diesel,Manual,Individual,Second Owner,5.0,21.8,1461,78.0,240.0,570000
Mahindra,2017,60000,Diesel,Manual,Individual,Second Owner,6.0,16.55,2498,105.0,247.0,800000
Hyundai,2009,100000,Diesel,Manual,Individual,First Owner,5.0,18.1,1493,110.0,235.36,375000
Mahindra,2009,170000,Diesel,Manual,Individual,Third Owner,7.0,13.6,2523,63.0,180.0,300000
Toyota,2013,100000,Petrol,Manual,Individual,Second Owner,5.0,16.78,1496,88.73,132.0,350000
Mahindra,2011,120000,Diesel,Manual,Individual,Second Owner,7.0,13.6,2523,63.0,180.0,400000
Volkswagen,2015,50000,Diesel,Manual,Individual,First Owner,5.0,20.14,1498,88.8,230.0,434999
Maruti,2015,25000,Petrol,Manual,Individual,First Owner,5.0,22.74,796,47.3,69.0,260000
Maruti,2013,24019,Diesel,Manual,Individual,First Owner,5.0,22.9,1248,74.0,190.0,450000
Hyundai,2013,80000,Diesel,Manual,Individual,Second Owner,5.0,22.32,1582,126.32,259.8,459999
Maruti,2011,100000,Diesel,Manual,Individual,Second Owner,5.0,21.1,1248,73.9,113.0,210000
Maruti,2015,93000,Petrol,Manual,Individual,Second Owner,5.0,20.85,1197,83.14,115.0,540000
Maruti,2017,50000,Diesel,Manual,Individual,First Owner,7.0,24.52,1248,88.5,200.0,710000
Maruti,2018,22000,Petrol,Manual,Individual,First Owner,5.0,24.7,796,47.3,69.0,285000
Hyundai,2019,19600,Diesel,Manual,Individual,First Owner,5.0,22.1,1396,88.7,219.7,990000
Tata,2017,104000,Petrol,Manual,Individual,First Owner,5.0,15.64,1193,64.1,100.0,362000
Ford,2017,33000,Diesel,Manual,Individual,First Owner,5.0,23.0,1498,98.96,205.0,880000
Mahindra,2017,60000,Diesel,Manual,Individual,First Owner,7.0,18.49,1493,100.0,240.0,700000
Mahindra,2016,60000,Diesel,Manual,Individual,First Owner,9.0,15.96,2523,63.0,180.0,600000
Nissan,2015,40000,Petrol,Manual,Individual,First Owner,5.0,13.24,1598,102.5,145.0,700000
Tata,2016,60000,Diesel,Manual,Individual,First Owner,5.0,27.28,1047,69.0,140.0,400000
Maruti,2014,80000,Petrol,Manual,Individual,Third Owner,7.0,16.02,1373,93.7,130.0,425000
Hyundai,2012,70000,Petrol,Manual,Individual,First Owner,5.0,17.92,1086,62.1,96.1,180000
Maruti,2012,90000,Petrol,Manual,Individual,Third Owner,5.0,20.92,998,67.1,90.0,170000
Mahindra,2014,183000,Diesel,Manual,Individual,First Owner,9.0,15.96,2523,63.0,180.0,370000
Maruti,2018,27000,Diesel,Manual,Individual,First Owner,5.0,24.3,1248,88.5,200.0,800000
Ford,2017,35000,Diesel,Manual,Individual,First Owner,5.0,23.0,1498,98.96,205.0,900000
Maruti,2013,120000,Diesel,Manual,Individual,First Owner,5.0,22.9,1248,74.0,190.0,390000
Maruti,2014,80000,Diesel,Manual,Individual,Second Owner,5.0,23.4,1248,74.0,190.0,445000
Maruti,2014,70000,Diesel,Manual,Individual,Fourth & Above Owner,5.0,23.4,1248,74.0,190.0,459999
Maruti,2009,120000,Diesel,Manual,Individual,Second Owner,5.0,21.1,1248,73.9,113.0,200000
Maruti,2012,72000,Petrol,Manual,Individual,Second Owner,5.0,17.5,1197,85.8,114.0,350000
Tata,2007,120000,Diesel,Manual,Individual,Second Owner,7.0,12.0,2092,127.0,196.13,95000
Toyota,2014,250000,Diesel,Manual,Individual,First Owner,5.0,23.59,1364,67.04,170.0,550000
Chevrolet,2016,100000,Diesel,Manual,Individual,First Owner,9.0,13.58,2499,72.4,171.0,900000
Tata,2013,120000,Diesel,Manual,Individual,Second Owner,7.0,15.3,2956,83.83,250.0,350000
Nissan,2015,50000,Petrol,Automatic,Individual,First Owner,5.0,19.34,1198,76.0,104.0,325000
Hyundai,2014,32000,Petrol,Manual,Individual,First Owner,5.0,18.9,1197,82.0,114.0,455999
Maruti,2008,60000,Petrol,Manual,Individual,First Owner,5.0,19.7,796,46.3,62.0,129000
Maruti,2017,40000,Petrol,Manual,Individual,First Owner,5.0,24.7,796,47.3,69.0,254000
Ford,2014,48000,Diesel,Manual,Individual,First Owner,5.0,21.7,1498,98.96,215.0,570000
Nissan,2018,30000,Diesel,Manual,Individual,First Owner,5.0,19.87,1461,83.14,200.0,840000
Tata,2010,100000,Diesel,Manual,Individual,Second Owner,7.0,13.93,2179,138.1,320.0,235000
Mahindra,2016,50000,Diesel,Manual,Individual,First Owner,7.0,18.49,1493,100.0,240.0,700000
Hyundai,2018,5000,Petrol,Manual,Individual,First Owner,5.0,18.9,1197,81.86,113.75,528000
Jeep,2017,12000,Diesel,Manual,Individual,First Owner,5.0,17.1,1956,170.0,350.0,1500000
Mahindra,2016,72000,Diesel,Manual,Individual,First Owner,9.0,15.96,2523,63.0,180.0,560000
Mahindra,2016,70000,Diesel,Manual,Individual,First Owner,9.0,15.96,2523,63.0,180.0,600000
Chevrolet,2007,50000,Petrol,Manual,Individual,Second Owner,5.0,15.26,1150,74.9,110.0,102000
Mahindra,2014,70000,Diesel,Manual,Individual,Second Owner,7.0,15.1,2179,140.0,330.0,750000
Chevrolet,2010,70000,Petrol,Manual,Individual,Third Owner,5.0,14.7,1150,76.0,109.83,148000
Maruti,2015,50000,Petrol,Manual,Individual,First Owner,5.0,21.4,1197,83.1,115.0,650000
Volkswagen,2012,40000,Petrol,Manual,Individual,First Owner,5.0,16.47,1198,73.9,110.0,310000
Hyundai,2014,30000,Petrol,Manual,Individual,First Owner,5.0,19.1,1197,82.0,114.0,480000
Maruti,2018,15000,Petrol,Manual,Individual,First Owner,5.0,24.7,796,47.3,69.0,320000
Honda,2015,40000,Petrol,Manual,Individual,First Owner,5.0,17.4,1497,117.3,145.0,750000
Nissan,2017,40000,Petrol,Manual,Individual,First Owner,5.0,19.49,1198,67.04,104.0,370000
Maruti,2013,60000,Petrol,Manual,Individual,Fourth & Above Owner,5.0,18.6,1197,85.8,114.0,320000
Maruti,2013,67000,Petrol,Manual,Individual,First Owner,5.0,18.6,1197,85.8,114.0,420000
Maruti,2010,60000,Petrol,Manual,Individual,Second Owner,5.0,17.5,1298,85.8,114.0,240000
Datsun,2017,60000,Petrol,Manual,Individual,First Owner,5.0,22.5,999,67.0,91.0,220000
Tata,2016,30000,Petrol,Manual,Individual,First Owner,5.0,23.84,1199,84.0,114.0,350000
Honda,2018,40000,Diesel,Manual,Individual,First Owner,5.0,25.8,1498,98.6,200.0,675000
Toyota,2016,50000,Petrol,Manual,Individual,Second Owner,5.0,18.16,1197,78.8,104.0,434999
Honda,2006,200000,Petrol,Automatic,Individual,Third Owner,5.0,13.1,1997,141.1,190.0,125000
Mahindra,2016,14000,Petrol,Manual,Individual,Second Owner,6.0,18.15,1198,82.0,115.0,400000
Chevrolet,2015,70000,Diesel,Manual,Individual,First Owner,9.0,13.58,2499,72.4,171.0,425000
Maruti,2010,94000,Diesel,Manual,Individual,Second Owner,5.0,21.1,1248,75.0,190.0,311000
Chevrolet,2015,197000,Diesel,Manual,Individual,First Owner,10.0,13.58,2499,72.4,171.0,509999
Ford,2015,79000,Diesel,Manual,Individual,Second Owner,5.0,25.83,1498,99.0,215.0,530000
Skoda,2008,120000,Diesel,Manual,Individual,Second Owner,5.0,18.7,1896,66.0,210.0,210000
Mahindra,2019,30000,Diesel,Manual,Individual,First Owner,8.0,17.3,1497,121.0,300.0,977000
Maruti,2018,20000,Petrol,Manual,Individual,First Owner,5.0,20.51,998,67.04,90.0,440000
Maruti,2018,17000,Petrol,Manual,Individual,First Owner,5.0,20.51,998,67.04,90.0,440000
Hyundai,2018,20000,Petrol,Manual,Individual,First Owner,5.0,18.6,1197,81.83,114.7,655000
Renault,2016,60000,Petrol,Manual,Individual,First Owner,5.0,25.17,799,53.3,72.0,295000
Hyundai,2018,20000,Petrol,Manual,Individual,First Owner,5.0,18.6,1197,81.83,114.7,655000
Hyundai,2007,70000,Petrol,Manual,Individual,Third Owner,5.0,15.0,1086,66.6,101.99,65000
Tata,2017,150000,Diesel,Manual,Individual,First Owner,7.0,17.6,2179,153.86,400.0,1200000
