year,km_driven,fuel,transmission,seller_type,owner,seats,mileage,engine,max_power,nm,Ambassador,Ashok,Audi,BMW,Chevrolet,Daewoo,Datsun,Fiat,Force,Ford,Honda,Hyundai,Isuzu,Jaguar,Jeep,Kia,Land,MG,Mahindra,Maruti,Mercedes-Benz,Mitsubishi,Nissan,Opel,Renault,Skoda,Tata,Toyota,Volkswagen,Volvo,selling_price
2018,40000,3,1,1,0,5.0,20.73,1373,91.1,130.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,750000
2018,25000,3,1,1,0,5.0,21.1,814,55.2,74.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350000
2019,15000,3,1,1,0,5.0,18.9,1197,81.86,113.75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488999
2017,27000,3,1,1,0,5.0,24.7,796,47.3,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300000
2017,35000,1,1,1,2,5.0,27.39,1248,74.0,190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,650000
2014,40000,3,1,1,0,5.0,19.0,998,66.1,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,250000
2014,40000,3,1,1,4,5.0,22.74,796,47.3,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200000
2015,75262,1,1,1,0,7.0,15.4,2179,120.0,280.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,950000
2012,120000,1,1,1,0,5.0,23.03,1396,69.0,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,200000
2016,60000,3,1,1,0,5.0,20.3,998,68.05,94.14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276000
2014,40000,3,1,1,0,5.0,21.1,814,55.2,74.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000
2008,80000,3,1,1,2,5.0,19.7,796,46.3,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95000
2011,70000,1,1,1,2,5.0,23.57,1396,70.0,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,200000
2012,100000,1,1,1,2,5.0,22.32,1582,126.32,259.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000
2013,18000,1,1,1,0,7.0,15.1,2179,140.0,330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,900000
2010,175000,1,1,1,0,5.0,19.09,1396,69.0,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,200000
2010,70000,3,1,1,2,5.0,20.36,1197,78.9,111.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000
2011,91863,1,1,1,2,7.0,15.96,2523,62.1,195.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,370000
2008,100000,3,1,1,0,5.0,15.2,1193,65.0,104.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,250000
2016,10000,3,1,1,0,5.0,25.17,799,53.3,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,290000
2018,35000,1,1,1,0,7.0,24.52,1248,88.5,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,900000
2013,120000,1,1,1,2,5.0,20.0,1399,68.1,160.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325000
2016,30000,3,1,1,0,5.0,18.9,1197,82.0,114.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425000
2016,60000,3,1,1,0,5.0,25.17,799,53.3,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,315000
2014,70000,3,1,1,0,5.0,23.95,998,67.05,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300000
2013,70000,3,1,1,2,5.0,20.36,1197,78.9,111.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325000
2016,130000,1,1,1,0,5.0,21.38,1396,88.7,219.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900000
2016,133000,1,1,1,0,5.0,21.38,1396,88.7,219.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950000
2010,120000,1,1,1,4,5.0,20.54,1598,103.6,250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,320000
2019,20000,3,1,1,0,5.0,19.44,999,75.0,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,500000
2012,25000,3,1,1,0,5.0,15.6,1196,70.0,102.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290000
2012,90000,3,1,1,0,4.0,25.4,624,37.48,51.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60000
2009,140000,3,1,1,4,5.0,19.0,998,66.1,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,120000
2017,103000,1,1,0,0,5.0,25.6,1498,97.9,200.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850000
2017,23000,1,1,0,0,7.0,13.68,2393,147.8,343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1750000
2015,128000,1,1,0,0,5.0,26.0,1498,98.6,200.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000
2015,33000,1,1,1,0,5.0,20.14,1498,88.8,230.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,620000
2009,70000,3,1,1,2,5.0,19.7,796,46.3,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,150000
2011,40000,3,1,1,1,5.0,0.0,1086,62.0,96.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000
2008,40000,3,1,1,1,5.0,12.85,1396,99.6,124.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,135000
2011,80000,1,1,1,0,5.0,17.0,1405,71.0,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,200000
2015,70000,1,1,1,0,5.0,26.21,1248,88.5,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,730000
2013,100000,1,1,1,0,8.0,12.99,2494,100.6,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,800000
2009,90000,1,1,1,2,8.0,14.0,2498,112.0,260.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,300000
2012,112000,1,1,1,2,5.0,20.0,1399,68.0,160.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190000
2011,50000,3,1,1,0,5.0,15.5,1799,132.0,171.62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350000
2015,62000,1,1,1,2,5.0,24.4,1120,71.0,180.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509999
2012,90000,1,1,1,0,7.0,20.77,1248,88.76,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,400000
2013,80000,1,1,1,0,7.0,12.99,2494,100.0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,800000
2013,50000,1,1,1,0,5.0,21.02,1248,88.8,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,250000
2016,47552,1,1,1,2,5.0,19.67,1582,126.2,259.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930000
2016,40000,1,1,1,2,5.0,24.3,1248,88.5,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,720000
2011,15000,3,1,1,0,5.0,15.6,1196,70.0,102.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225000
2019,20000,1,1,1,0,5.0,23.0,1498,98.96,205.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950000
2018,52000,3,1,1,0,5.0,17.19,1197,81.86,114.73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530000
2016,70000,3,1,1,0,5.0,18.6,1197,81.83,114.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470000
2017,110000,1,1,1,0,9.0,15.96,2523,63.0,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,650000
2014,77500,1,1,1,2,7.0,14.0,2179,138.1,320.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,540000
2015,100000,1,1,1,2,5.0,25.2,1248,74.0,190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,459999
2019,14700,3,1,1,0,5.0,25.17,799,53.3,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,325000
2016,40000,3,1,1,0,5.0,16.8,796,34.2,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,240000
2017,32000,3,1,1,2,6.0,18.15,1198,82.0,115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400000
2004,70000,3,1,1,2,5.0,19.7,796,46.3,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70000
2009,80000,3,1,1,0,5.0,17.5,1298,85.8,114.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,250000
2014,80000,1,1,1,2,8.0,12.99,2494,100.6,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,910000
2018,25000,1,1,1,0,5.0,28.4,1248,74.02,190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,720000
2015,50000,1,1,1,0,5.0,26.59,1248,74.0,190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,590000
2015,120000,1,1,1,0,10.0,13.58,2499,72.4,171.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434000
2006,170000,1,1,1,0,7.0,13.6,2523,63.0,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,145000
2018,19700,3,1,1,0,5.0,18.15,1198,82.0,115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,445000
2011,70000,2,1,1,0,5.0,13.45,1086,62.1,96.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191000
2018,50000,1,1,1,1,5.0,25.83,1498,99.0,215.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372000
2005,90000,3,1,1,2,5.0,18.9,998,67.1,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65000
2015,140000,1,1,1,0,5.0,20.0,1399,68.05,160.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000
2003,120000,1,1,1,4,8.0,12.7,2609,116.6,277.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,125000
2017,40000,3,1,1,0,5.0,20.3,1199,84.0,114.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,520000
2014,70000,3,1,1,4,5.0,22.74,796,47.3,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,190000
2018,7000,3,1,1,0,5.0,22.5,999,67.0,91.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310000
2012,90000,1,1,1,0,8.0,12.8,2494,102.0,200.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,750000
2016,110000,1,0,1,0,7.0,18.49,1493,100.0,240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,750000
2019,15000,3,1,1,0,5.0,23.95,998,67.05,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350000
2020,5000,3,1,1,0,5.0,22.05,796,47.3,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,360000
2017,5000,3,1,1,0,5.0,25.17,799,53.3,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,285000
2013,70000,3,1,1,2,5.0,22.74,796,47.3,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,160000
2015,60000,3,1,1,2,7.0,19.44,1198,67.0,104.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229999
2007,120000,3,1,1,4,5.0,19.7,796,46.3,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85000
2018,7000,3,1,1,0,5.0,22.5,999,67.0,91.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000
2014,120000,1,1,1,0,7.0,12.05,2179,120.0,290.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,675000
2014,145241,1,1,1,0,7.0,12.05,2179,120.0,290.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,700000
2008,110000,1,1,1,0,8.0,12.7,2609,116.6,277.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400000
2016,30000,3,1,1,4,5.0,25.17,799,53.3,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,254999
2015,80000,1,1,1,2,7.0,15.4,2179,120.0,280.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1050000
2013,100000,1,1,1,0,5.0,23.4,1248,74.0,190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,390000
2015,80000,1,1,1,0,5.0,23.59,1364,67.04,170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,450000
2016,40000,1,0,1,2,7.0,11.36,2755,171.5,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1630000
2017,50000,1,1,1,0,5.0,24.3,1248,88.5,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,725000
2013,95500,1,1,1,2,7.0,14.0,2179,138.1,320.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,466000
2017,40000,3,1,1,2,5.0,18.16,1196,86.8,112.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370000
2007,70000,3,1,1,4,5.0,18.2,1061,64.0,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,150000
2017,15000,3,1,1,0,5.0,23.1,998,67.04,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,483000
2016,10000,3,1,1,0,5.0,18.9,1197,82.0,114.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470000
2018,25000,1,1,1,0,5.0,24.3,1248,88.5,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,950000
2013,50000,3,1,1,4,5.0,17.01,1591,121.3,154.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000
2011,70000,3,1,1,0,5.0,17.6,1496,88.7,132.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,345000
2009,60000,3,1,1,0,5.0,19.0,998,66.1,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300000
2007,74800,3,1,1,2,5.0,18.2,998,67.1,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,160000
2004,80000,3,1,1,2,4.0,16.1,796,37.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,120000
2020,40000,3,1,1,0,5.0,17.57,1193,88.7,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,500000
2018,40000,1,1,1,0,7.0,16.0,2179,138.0,330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1350000
2017,50000,1,1,1,0,5.0,24.0,1186,73.97,190.24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455000
2013,45000,3,1,1,2,5.0,21.1,814,55.2,74.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165000
2016,23700,3,1,1,0,5.0,20.4,1197,81.8,113.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,470000
2016,23700,3,1,1,0,5.0,20.4,1197,81.8,113.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,470000
2019,10000,3,1,1,0,5.0,16.0,1368,160.0,250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520000
2014,53473,3,1,1,0,5.0,23.95,998,67.05,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,229999
2011,100000,1,1,1,2,9.0,15.96,2523,63.0,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,250000
2016,25000,1,1,1,0,7.0,16.0,2179,140.0,330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1350000
2013,80000,3,1,1,0,5.0,17.92,1086,62.1,96.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220000
2015,120000,1,1,1,0,5.0,24.4,1120,71.0,180.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000
2018,40000,3,1,1,0,5.0,23.95,998,67.05,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350000
2012,70000,1,1,1,0,5.0,22.32,1582,126.32,259.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000
2013,90000,1,1,1,4,5.0,25.44,936,57.6,150.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145000
2014,51000,3,1,1,0,5.0,18.2,1199,82.5,108.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000
2009,87000,3,1,1,2,5.0,13.2,1495,94.0,122.58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000
2013,40000,1,1,1,0,5.0,23.4,1248,74.0,190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,530000
2014,90000,1,1,1,2,5.0,19.01,1461,108.45,248.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,620000
2015,110000,3,1,1,4,5.0,16.78,1496,88.73,132.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,360000
2010,86000,3,1,1,2,5.0,17.92,1086,62.1,96.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245000
2003,80000,3,1,1,4,5.0,14.2,1597,92.0,130.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000
1999,65000,3,1,1,1,5.0,15.9,1298,85.0,110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70000
1999,70000,3,1,1,1,5.0,15.9,1298,85.0,110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70000
2014,140000,1,1,1,2,5.0,25.01,1498,89.75,204.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650000
2019,18000,3,1,1,0,5.0,21.21,1197,81.8,113.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,610000
2015,24000,3,1,1,0,5.0,23.95,998,67.05,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300000
2014,60000,1,1,1,0,5.0,24.0,1120,70.0,160.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425000
2012,150000,1,1,1,4,5.0,22.32,1582,126.32,259.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000
2011,108000,1,1,1,0,5.0,22.32,1582,126.3,259.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000
2011,60000,3,0,1,4,5.0,16.95,1197,78.9,111.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340000
2013,90000,1,1,1,0,7.0,20.77,1248,88.76,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,650000
2009,70000,1,1,1,0,5.0,19.09,1396,69.0,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,160000
2014,120000,1,1,1,0,5.0,19.1,1405,70.0,135.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,250000
2012,100000,1,1,1,4,5.0,25.44,936,57.6,150.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225000
2007,75958,1,1,1,2,5.0,17.88,1396,52.8,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55000
1996,70000,3,1,1,4,4.0,16.1,796,37.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42000
